fpl_id,review_id,Name,Pos,Value,30_Pts,30_xMins,31_Pts,31_xMins,32_Pts,32_xMins,33_Pts,33_xMins,34_Pts,34_xMins,35_Pts,35_xMins,36_Pts,36_xMins,Team
238,238,C.Richards,D,3.9,2.54,90.0,2.07,90.0,1.34,90.0,1.0,90.0,4.29,90.0,2.02,90.0,2.14,90.0,Crystal Palace
476,476,Bogle,D,4.5,2.08,90.0,0.64,90.0,1.52,90.0,1.57,90.0,3.24,90.0,1.22,90.0,2.22,90.0,Sheffield Utd
121,121,Zanka,D,4.3,1.88,90.0,1.91,90.0,1.24,90.0,2.55,90.0,1.83,90.0,1.55,90.0,1.83,90.0,Brentford
114,114,Roerslev,D,4.4,2.18,90.0,1.88,90.0,1.39,90.0,2.08,90.0,1.16,90.0,1.14,90.0,1.31,90.0,Brentford
387,387,Maguire,D,4.2,2.26,90.0,1.68,90.0,1.7,90.0,1.91,90.0,2.51,90.0,2.49,90.0,2.0,90.0,Man Utd
316,316,Bell,D,3.9,0.64,90.0,0.43,90.0,0.63,90.0,0.23,90.0,0.54,90.0,0.57,90.0,0.63,90.0,Luton
393,393,Mengi,D,3.9,1.17,90.0,0.88,90.0,2.17,90.0,0.48,90.0,2.39,90.0,1.82,90.0,2.28,90.0,Luton
544,544,Zouma,D,4.5,1.2,90.0,1.31,90.0,1.51,90.0,1.79,90.0,1.65,90.0,1.14,90.0,1.18,90.0,West Ham
242,242,Ward,D,4.5,2.19,90.0,1.8,90.0,1.2,90.0,0.9,90.0,3.71,90.0,1.71,90.0,1.7,90.0,Crystal Palace
699,699,Lenglet,D,4.5,2.32,90.0,0.98,90.0,2.32,90.0,1.02,90.0,2.0,90.0,1.68,90.0,1.5,90.0,Aston Villa
467,467,Williams,D,4.3,2.72,90.0,2.41,90.0,1.27,90.0,2.36,90.0,1.86,90.0,1.08,90.0,2.42,90.0,Nott'm Forest
530,530,Cresswell,D,4.2,1.21,90.0,1.02,90.0,0.93,90.0,1.2,90.0,0.89,90.0,0.73,90.0,0.68,90.0,West Ham
84,84,Smith,D,4.4,2.36,90.0,2.61,90.0,2.09,90.0,1.62,90.0,2.29,90.0,1.63,90.0,0.85,90.0,Bournemouth
36,36,Cash,D,4.6,2.05,90.0,0.9,90.0,2.0,90.0,0.94,90.0,1.86,90.0,1.57,90.0,1.35,90.0,Aston Villa
465,465,Toffolo,D,4.4,2.04,90.0,1.57,90.0,0.8,90.0,1.43,90.0,1.08,90.0,0.73,90.0,1.5,90.0,Nott'm Forest
643,643,Aarons,D,4.4,0.72,90.0,1.18,90.0,1.32,90.0,1.64,90.0,2.18,90.0,1.64,90.0,0.84,90.0,Bournemouth
602,602,Kaboré,D,4.0,1.11,90.0,0.84,90.0,1.92,90.0,0.0,90.0,2.03,90.0,1.55,90.0,1.84,90.0,Luton
473,473,Baldock,D,3.8,1.59,90.0,0.51,90.0,1.2,90.0,1.26,90.0,2.68,90.0,0.95,90.0,1.72,90.0,Sheffield Utd
151,151,Veltman,D,4.3,0.7,90.0,1.26,90.0,0.96,90.0,1.39,90.0,0.22,90.0,1.69,90.0,1.68,90.0,Brighton
42,42,Digne,D,4.6,2.1,90.0,0.98,90.0,2.15,90.0,1.04,90.0,2.07,90.0,1.71,90.0,1.51,90.0,Aston Villa
247,247,Coleman,D,4.4,0.8,90.0,0.71,90.0,0.94,90.0,0.7,90.0,1.47,90.0,0.97,90.0,0.93,90.0,Everton
703,703,Evans,D,4.0,0.94,90.0,0.69,90.0,0.59,90.0,0.71,90.0,0.54,90.0,0.7,90.0,0.51,90.0,Man Utd
439,439,Boly,D,4.5,1.34,90.0,1.15,90.0,0.61,90.0,1.09,90.0,0.85,90.0,0.58,90.0,1.09,90.0,Nott'm Forest
711,711,Omobamidele,D,4.5,1.89,90.0,1.74,90.0,0.87,90.0,1.77,90.0,1.37,90.0,0.77,90.0,1.84,90.0,Nott'm Forest
606,606,Igor,D,4.3,0.67,90.0,1.15,90.0,0.96,90.0,1.43,90.0,0.23,90.0,1.66,90.0,1.73,90.0,Brighton
298,298,Gomez,D,4.6,1.81,90.0,2.37,90.0,1.49,90.0,1.82,90.0,2.38,90.0,1.4,90.0,1.35,90.0,Liverpool
25,25,Tomiyasu,D,4.5,0.67,90.0,1.55,90.0,1.37,90.0,1.67,90.0,2.84,90.0,1.29,90.0,1.85,90.0,Arsenal
318,318,Burke,D,4.0,1.17,90.0,0.9,90.0,2.22,90.0,0.54,90.0,2.4,90.0,1.68,90.0,1.78,90.0,Luton
191,191,B.Badiashile,D,4.4,1.52,90.0,1.09,90.0,1.23,90.0,1.09,90.0,0.59,90.0,1.06,90.0,1.45,90.0,Chelsea
160,160,Beyer,D,3.9,0.72,90.0,1.21,90.0,1.15,90.0,1.65,90.0,2.32,90.0,1.22,90.0,1.66,90.0,Burnley
604,604,Aina,D,4.5,1.44,90.0,1.76,90.0,1.08,90.0,1.87,90.0,1.52,90.0,0.9,90.0,1.99,90.0,Nott'm Forest
358,358,R.Lewis,D,4.2,0.66,90.0,0.8,90.0,0.82,90.0,1.02,90.0,0.69,90.0,0.99,90.0,1.01,90.0,Man City
198,198,Cucurella,D,4.8,1.36,90.0,1.01,90.0,1.07,90.0,0.88,90.0,0.45,90.0,0.87,90.0,1.08,90.0,Chelsea
27,27,Trusty,D,3.9,1.47,90.0,0.4,90.0,1.22,90.0,1.27,90.0,2.72,90.0,0.91,90.0,1.81,90.0,Sheffield Utd
285,285,Tete,D,4.4,0.86,90.0,0.83,90.0,0.81,90.0,0.81,90.0,0.61,90.0,1.1,90.0,0.86,90.0,Fulham
255,255,Holgate,D,4.0,1.38,90.0,0.5,90.0,1.2,90.0,1.24,90.0,2.8,90.0,0.94,90.0,1.79,90.0,Sheffield Utd
595,595,Kerkez,D,4.4,1.49,90.0,1.56,90.0,1.16,90.0,0.77,90.0,1.09,90.0,0.86,90.0,0.47,90.0,Bournemouth
679,679,G.Montiel,D,4.4,0.72,90.0,0.73,90.0,0.56,90.0,1.04,90.0,0.97,90.0,0.68,90.0,1.27,90.0,Nott'm Forest
497,497,E.Royal,D,4.3,0.79,90.0,0.61,90.0,0.74,90.0,0.57,90.0,0.41,90.0,0.58,90.0,0.39,90.0,Spurs
70,70,Kelly,D,4.5,0.69,90.0,1.14,90.0,1.45,90.0,1.79,90.0,2.78,90.0,1.88,90.0,0.98,90.0,Bournemouth
75,75,Mepham,D,4.3,1.57,90.0,1.35,90.0,0.83,90.0,0.62,90.0,0.82,90.0,0.59,90.0,0.32,90.0,Bournemouth
23,23,Tavares,D,4.0,0.27,90.0,0.34,90.0,0.19,90.0,0.46,90.0,0.23,90.0,0.2,90.0,0.37,90.0,Nott'm Forest
674,674,Delcroix,D,4.0,0.5,90.0,0.69,90.0,0.54,90.0,0.57,90.0,0.69,90.0,0.48,90.0,0.6,90.0,Burnley
798,798,Hashioka,D,4.0,0.77,90.0,0.66,90.0,1.12,90.0,0.51,90.0,1.02,90.0,0.8,90.0,0.9,90.0,Luton
598,598,Doherty,D,4.3,1.08,90.0,1.52,90.0,1.65,90.0,1.4,90.0,2.2,90.0,1.76,90.0,0.65,90.0,Wolves
697,697,S.Bueno,D,4.5,0.66,90.0,0.83,90.0,0.77,90.0,0.73,90.0,0.99,90.0,0.93,90.0,0.33,90.0,Wolves
457,457,Niakhaté,D,4.5,1.14,90.0,0.99,90.0,0.55,90.0,1.03,90.0,0.9,90.0,0.55,90.0,1.17,90.0,Nott'm Forest
281,281,Ream,D,4.5,0.44,90.0,0.38,90.0,0.3,90.0,0.38,90.0,0.24,90.0,0.48,90.0,0.39,90.0,Fulham
271,271,Diop,D,4.4,0.6,90.0,0.61,90.0,0.68,90.0,0.69,90.0,0.54,90.0,0.97,90.0,0.8,90.0,Fulham
445,445,Felipe,D,4.4,0.8,90.0,0.76,90.0,0.45,90.0,0.83,90.0,0.69,90.0,0.49,90.0,0.97,90.0,Nott'm Forest
311,311,Tsimikas,D,4.5,0.66,90.0,0.8,90.0,0.54,90.0,0.62,90.0,0.74,90.0,0.53,90.0,0.5,90.0,Liverpool
495,495,Davies,D,4.3,0.8,90.0,0.66,90.0,0.77,90.0,0.48,90.0,0.4,90.0,0.52,90.0,0.43,90.0,Spurs
536,536,Johnson,D,4.4,0.61,90.0,0.65,90.0,0.78,90.0,0.83,90.0,0.82,90.0,0.6,90.0,0.62,90.0,West Ham
592,592,Larouci,D,4.3,0.92,90.0,0.46,90.0,0.92,90.0,0.91,90.0,2.06,90.0,0.79,90.0,1.36,90.0,Sheffield Utd
262,262,Patterson,D,4.3,0.39,90.0,0.35,90.0,0.53,90.0,0.34,90.0,0.78,90.0,0.57,90.0,0.53,90.0,Everton
104,104,Hickey,D,4.4,0.12,90.0,0.36,90.0,0.48,90.0,1.77,90.0,2.06,90.0,1.66,90.0,2.02,90.0,Brentford
716,716,Gilchrist,D,4.0,0.47,90.0,0.33,90.0,0.3,90.0,0.27,90.0,0.1,90.0,0.26,90.0,0.29,90.0,Chelsea
428,428,Targett,D,4.2,0.68,90.0,0.54,90.0,0.39,90.0,0.36,90.0,0.33,90.0,0.48,90.0,0.43,90.0,Newcastle
167,167,Ekdal,D,3.9,0.34,90.0,0.48,90.0,0.35,90.0,0.32,90.0,0.34,90.0,0.24,90.0,0.35,90.0,Burnley
153,153,Webster,D,4.2,0.4,90.0,0.83,90.0,0.71,90.0,0.97,90.0,0.18,90.0,1.24,90.0,1.33,90.0,Brighton
766,766,Kambwala,D,3.9,0.31,90.0,0.21,90.0,0.17,90.0,0.23,90.0,0.17,90.0,0.22,90.0,0.15,90.0,Man Utd
626,626,Quansah,D,4.0,1.16,90.0,1.4,90.0,0.86,90.0,0.63,90.0,0.82,90.0,0.53,90.0,0.45,90.0,Liverpool
204,204,Hall,D,4.2,0.45,90.0,0.38,90.0,0.31,90.0,0.34,90.0,0.27,90.0,0.45,90.0,0.33,90.0,Newcastle
480,480,Egan,D,4.3,0.06,90.0,0.04,90.0,0.07,90.0,0.15,90.0,0.25,90.0,0.13,90.0,0.19,90.0,Sheffield Utd
194,194,Chalobah,D,4.3,0.54,90.0,0.42,90.0,0.56,90.0,0.37,90.0,0.2,90.0,0.4,90.0,0.53,90.0,Chelsea
419,419,Lascelles,D,3.9,0.62,90.0,0.49,90.0,0.4,90.0,0.41,90.0,0.45,90.0,0.7,90.0,0.56,90.0,Newcastle
257,257,Keane,D,4.3,0.28,90.0,0.3,90.0,0.56,90.0,0.41,90.0,1.12,90.0,0.68,90.0,0.69,90.0,Everton
548,548,H.Bueno,D,4.4,0.35,90.0,0.41,90.0,0.42,90.0,0.37,90.0,0.59,90.0,0.44,90.0,0.23,90.0,Wolves
802,802,Kinsey,D,4.0,0.38,90.0,0.32,90.0,0.18,90.0,0.14,90.0,0.15,90.0,0.15,90.0,0.09,90.0,Bournemouth
241,241,Tomkins,D,4.0,0.53,90.0,0.54,90.0,0.46,90.0,0.37,90.0,1.41,90.0,0.58,90.0,0.41,90.0,Crystal Palace
157,157,Al-Dakhil,D,3.8,0.19,90.0,0.18,90.0,0.1,90.0,0.13,90.0,0.11,90.0,0.1,90.0,0.11,90.0,Burnley
577,577,Ogbonna,D,4.3,0.18,90.0,0.24,90.0,0.22,90.0,0.3,90.0,0.28,90.0,0.22,90.0,0.22,90.0,West Ham
222,222,Clyne,D,4.3,0.34,90.0,0.33,90.0,0.31,90.0,0.27,90.0,0.93,90.0,0.43,90.0,0.38,90.0,Crystal Palace
366,366,Sergio Gómez,D,3.8,0.13,90.0,0.12,90.0,0.09,90.0,0.17,90.0,0.09,90.0,0.16,90.0,0.19,90.0,Man City
37,37,Chambers,D,3.8,0.48,90.0,0.25,90.0,0.43,90.0,0.23,90.0,0.44,90.0,0.39,90.0,0.36,90.0,Aston Villa
417,417,Krafth,D,4.4,0.33,90.0,0.25,90.0,0.14,90.0,0.14,90.0,0.12,90.0,0.23,90.0,0.18,90.0,Newcastle
585,585,J.Timber,D,4.6,0.33,90.0,1.02,90.0,1.09,90.0,1.48,90.0,3.11,90.0,1.27,90.0,1.96,90.0,Arsenal
581,581,Dummett,D,3.9,0.11,90.0,0.08,90.0,0.08,90.0,0.09,90.0,0.06,90.0,0.12,90.0,0.09,90.0,Newcastle
7,7,Holding,D,4.3,0.06,90.0,0.05,90.0,0.04,90.0,0.05,90.0,0.15,90.0,0.29,90.0,0.63,90.0,Crystal Palace
723,723,Brooking,D,4.0,0.09,90.0,0.06,90.0,0.04,90.0,0.05,90.0,0.02,90.0,0.05,90.0,0.05,90.0,Chelsea
634,634,A.Murphy,D,3.9,0.07,90.0,0.06,90.0,0.04,90.0,0.04,90.0,0.02,90.0,0.04,90.0,0.03,90.0,Newcastle
69,69,Hill,D,4.0,0.13,90.0,0.15,90.0,0.12,90.0,0.09,90.0,0.13,90.0,0.11,90.0,0.06,90.0,Bournemouth
68,68,Fredericks,D,4.3,0.09,90.0,0.1,90.0,0.1,90.0,0.07,90.0,0.11,90.0,0.1,90.0,0.08,90.0,Bournemouth
2,2,Cédric,D,3.8,0.04,90.0,0.05,90.0,0.03,90.0,0.04,90.0,0.04,90.0,0.03,90.0,0.03,90.0,Arsenal
333,333,Potts,D,3.9,0.04,90.0,0.04,90.0,0.03,90.0,0.03,90.0,0.12,90.0,0.21,90.0,0.53,90.0,Luton
201,201,W.Fofana,D,4.4,0.04,90.0,0.04,90.0,0.03,90.0,0.04,90.0,0.02,90.0,0.04,90.0,0.04,90.0,Chelsea
728,728,Scanlon,D,3.9,0.06,90.0,0.07,90.0,0.04,90.0,0.03,90.0,0.03,90.0,0.03,90.0,0.02,90.0,Liverpool
389,389,Malacia,D,4.3,0.04,90.0,0.03,90.0,0.02,90.0,0.03,90.0,0.21,90.0,0.54,90.0,1.07,90.0,Man Utd
682,682,Johnson,D,4.4,0.34,90.0,0.4,90.0,0.61,90.0,0.53,90.0,0.66,90.0,0.45,90.0,0.49,90.0,Luton
740,740,Dorrington,D,4.0,0.04,90.0,0.03,90.0,0.02,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.02,90.0,Spurs
725,725,Kim Ji-Soo,D,4.0,0.03,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.02,90.0,Brentford
733,733,Adedokun,D,4.0,0.03,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.02,90.0,Brentford
753,753,Kavanagh,D,4.0,0.02,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.0,90.0,0.03,90.0,0.02,90.0,Brighton
746,746,Jackson,D,4.0,0.02,90.0,0.02,90.0,0.01,90.0,0.02,90.0,0.0,90.0,0.03,90.0,0.02,90.0,Brighton
214,214,M.Sarr,D,4.3,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,Chelsea
103,103,Henry,D,4.3,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,Brentford
102,102,Goode,D,3.9,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,Brentford
263,263,Pickford,G,4.6,3.5,90.0,3.34,90.0,4.06,90.0,3.18,90.0,5.98,90.0,3.75,90.0,3.58,90.0,Everton
352,352,Ederson M.,G,5.5,2.52,90.0,3.1,90.0,3.75,90.0,4.25,90.0,3.27,90.0,3.96,90.0,4.11,90.0,Man City
275,275,Leno,G,4.8,3.96,90.0,3.71,90.0,3.51,90.0,3.44,90.0,3.1,90.0,3.87,90.0,3.4,90.0,Fulham
520,520,Vicario,G,5.3,3.98,90.0,3.45,90.0,3.83,90.0,3.24,90.0,2.94,90.0,3.16,90.0,2.97,90.0,Spurs
77,77,Neto,G,4.7,3.58,90.0,3.74,90.0,3.33,90.0,3.21,90.0,4.95,90.0,3.15,90.0,2.71,90.0,Bournemouth
49,49,Martinez,G,5.3,3.86,90.0,3.05,90.0,3.75,90.0,3.03,90.0,3.51,90.0,3.35,90.0,3.21,90.0,Aston Villa
569,569,José Sá,G,5.0,3.22,90.0,3.59,90.0,3.64,90.0,3.49,90.0,5.53,90.0,3.72,90.0,2.95,90.0,Wolves
101,101,Flekken,G,4.6,3.39,90.0,3.39,90.0,3.13,90.0,3.96,90.0,3.42,90.0,3.22,90.0,3.43,90.0,Brentford
597,597,Onana,G,4.8,3.55,90.0,3.2,90.0,3.13,90.0,3.3,90.0,3.71,90.0,3.88,90.0,3.52,90.0,Man Utd
596,596,Trafford,G,4.5,3.17,90.0,3.52,90.0,3.2,90.0,3.26,90.0,3.54,90.0,3.01,90.0,3.14,90.0,Burnley
524,524,Areola,G,4.3,3.27,90.0,3.28,90.0,3.4,90.0,3.61,90.0,3.5,90.0,3.06,90.0,3.05,90.0,West Ham
614,614,Kaminski,G,4.5,3.04,90.0,2.99,90.0,3.25,90.0,2.97,90.0,3.32,90.0,3.08,90.0,3.29,90.0,Luton
687,687,Petrović,G,4.5,3.63,90.0,3.15,90.0,3.51,90.0,3.34,90.0,2.59,90.0,4.11,90.0,4.53,90.0,Chelsea
409,409,Dubravka,G,4.2,3.51,90.0,3.41,90.0,3.17,90.0,2.99,90.0,2.79,90.0,3.01,90.0,1.87,90.0,Newcastle
790,790,Grbić,G,4.5,3.12,90.0,2.85,90.0,2.88,90.0,2.85,90.0,5.12,90.0,2.74,90.0,3.1,90.0,Sheffield Utd
808,808,Sels,G,4.5,3.45,90.0,3.29,90.0,2.84,90.0,3.26,90.0,3.05,90.0,2.7,90.0,3.28,90.0,Nott'm Forest
291,291,A.Becker,G,5.8,1.86,90.0,2.62,90.0,2.21,90.0,3.61,90.0,5.55,90.0,3.25,90.0,3.14,90.0,Liverpool
230,230,Johnstone,G,4.4,3.21,90.0,3.02,90.0,2.79,90.0,2.71,90.0,5.36,90.0,2.93,90.0,3.0,90.0,Crystal Palace
17,17,Ramsdale,G,4.5,1.11,90.0,1.41,90.0,0.87,90.0,1.07,90.0,1.3,90.0,0.86,90.0,0.84,90.0,Arsenal
148,148,Steele,G,4.2,1.44,90.0,1.63,90.0,1.44,90.0,1.71,90.0,0.36,90.0,2.28,90.0,2.29,90.0,Brighton
152,152,Verbruggen,G,4.4,1.8,90.0,2.0,90.0,1.9,90.0,2.1,90.0,0.5,90.0,2.83,90.0,2.84,90.0,Brighton
113,113,Raya,G,5.0,2.14,90.0,3.03,90.0,2.93,90.0,2.84,90.0,5.43,90.0,2.66,90.0,3.29,90.0,Arsenal
1,1,Balogun,F,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
3,3,M.Elneny,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
11,11,Marquinhos,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
16,16,Pepe,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
18,18,Rúnarsson,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Arsenal
24,24,Tierney,D,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Arsenal
30,30,Xhaka,M,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
646,646,Hein,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Arsenal
735,735,Sagoe,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
736,736,Walters,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Arsenal
737,737,Ibrahim,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
764,764,Lewis-Skelly,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
772,772,Nwaneri,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
815,815,Bandeira,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Arsenal
817,817,Sweet,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Arsenal
38,38,Coutinho,M,5.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
39,39,Davis,F,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
45,45,Hause,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
46,46,Iroegbunam,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
51,51,Mings,D,4.1,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
53,53,Olsen,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
54,54,Philogene,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
56,56,Sanson,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
57,57,Sinisalo,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
59,59,Bertrand Traoré,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
61,61,Wesley,F,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
618,618,Kellyman,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
670,670,Marschall,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
686,686,Zych,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
765,765,Proctor,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
767,767,O'Reilly,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
778,778,Wright,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
793,793,Kesler-Hayden,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
803,803,Rogers,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Aston Villa
818,818,Gauci,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Aston Villa
62,62,Anthony,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
67,67,Siriki,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
71,71,Kilkenny,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
73,73,Lowe,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
74,74,Marcondes,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
79,79,Pearson,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
80,80,Randolph,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Bournemouth
81,81,Rothwell,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
87,87,Hamed Traorè,M,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
88,88,Travers,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Bournemouth
607,607,Radu,G,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Bournemouth
619,619,Greenwood,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Bournemouth
644,644,Scott,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
673,673,Adams,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
799,799,Faivre,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
811,811,Sadi,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Bournemouth
91,91,Balcombe,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
93,93,Bech,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
94,94,Bidstrup,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
95,95,Canós,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
97,97,Cox,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
100,100,Dervişoğlu,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
107,107,Lewis-Potter,M,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
109,109,Mee,D,4.8,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
116,116,Strakosha,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
118,118,Trevitt,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
120,120,Yarmoliuk,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
620,620,Olakigbe,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
684,684,Brierley,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
701,701,Ghoddos,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
744,744,Peart-Harris,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brentford
752,752,Angelini,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
789,789,Valdimarsson,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
797,797,Fredrick,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
834,834,Arthur,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brentford
123,123,Alzate,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
124,124,Ayari,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
125,125,Buonanotte,M,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
127,127,Connolly,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
136,136,Karbownik,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brighton
137,137,Kozłowski,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
141,141,McGill,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brighton
144,144,Moder,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
146,146,Sarmiento,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
147,147,Scherpen,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brighton
155,155,Zeqiri,F,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
621,621,Hinshelwood,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
